Gene name,Mouse gene name
MAGED2,Maged2
PLXDC2,Plxdc2
CNTLN,Cntln
MOK,Mok
LCA5L,Lca5l
SGSM3,Sgsm3
TMEM215,Tmem215
KLF8,Klf8
DMRTA1,Dmrta1
HAUS6,Haus6
JCAD,Jcad
NECAB3,Necab3
SPAG6,Spag6l
SPAG6,Spag6
FGF16,Fgf16
CPXCR1,Cpxcr1
ATP5PF,Atp5pf
B3GLCT,B3glct
PSIP1,Psip1
ZDHHC20,Zdhhc20
HDAC8,Hdac8
MBNL2,Mbnl2
MORC2,Morc2a
MORC2,Morc2b
MARCHF8,Marchf8
DKK1,Dkk1
SPATC1L,Spatc1l
LSS,Lss
KIF5B,Kif5b
PSMC1,Psmc1
F7,F7
C20orf144,1700003F12Rik
E2F1,E2f1
ATG2B,Atg2b
APTX,Aptx
F10,F10
PXMP4,Pxmp4
DGCR6,Dgcr6
LAMA3,Lama3
CHMP4B,Chmp4b
EIF6,Eif6
RPS6KA5,Rps6ka5
PROZ,Proz
NMT2,Nmt2
FTCD,Ftcd
RAB40C,Rab40c
CBX6,Cbx6
PCID2,Pcid2
PCNA,Pcna
CDS2,Cds2
NHLRC4,Nhlrc4
GET4,Get4
AK7,Ak7
CCAR1,Ccar1
PROKR2,Prokr2
GOLGA5,Golga5
HLCS,Hlcs
SNX5,Snx5
FAM234A,Fam234a
INTS1,Ints1
KCNE1,Kcne1
COL6A1,Col6a1
TMEM260,Tmem260
TAB1,Tab1
COMMD7,Commd7
RADIL,Radil
MGAT3,Mgat3
PAK5,Pak5
OLIG2,Olig2
MIEF1,Mief1
CUL4A,Cul4a
OLIG1,Olig1
TFF3,Tff3
MEOX2,Meox2
PIGG,Pigg
BDKRB1,Bdkrb1
BANF2,Banf2
CDCA4,Cdca4
FAM20C,Fam20c
CCDC171,Ccdc171
CTSZ,Ctsz
UMODL1,Umodl1
IGHV3-15,Ighv7-3
IGHV3-15,Ighv7-4
IGHV3-15,Ighv7-2
IGHV3-15,Ighv7-1
FOXK1,Foxk1
LGMN,Lgmn
UPRT,Uprt
RPS19BP1,Rps19bp1
SUN1,Sun1
SLC25A18,Slc25a18
SH3GL2,Sh3gl2
HDX,Hdx
ATP4B,Atp4b
LURAP1L,Lurap1l
ATP6V1E1,Atp6v1e1
RNU2-52P,Gm25202
RNU2-52P,Gm25813
TOP1,Top1
MCF2L,Mcf2l
NFX1,Nfx1
ZWINT,Zwint
PABPC5,Pabpc5
PABPC1L2A,Pabpc1l2a
PABPC1L2A,Pabpc1l2b
ARL13A,Arl13a
USP25,Usp25
PRNP,Prnp
CCNK,Ccnk
BRWD3,Brwd3
AXIN1,Axin1
PRND,Prnd
NUTM2A,Nutm2
RASSF2,Rassf2
BCL2L13,Bcl2l13
GNAL,Gnal
ELAVL2,Elavl2
SLC2A9,Slc2a9
ANXA11,Anxa11
CLBA1,Clba1
NFS1,Nfs1
EDA,Eda
SETD3,Setd3
GRHPR,Grhpr
ABCA3,Abca3
CHM,Chm
DHX15,Dhx15
KRTAP8-1,Krtap8-1
KRTAP7-1,Krtap7-1
RNF138,Rnf138
KRTAP11-1,Krtap11-1
MICAL3,Mical3
SOD1,Sod1
POF1B,Pof1b
MINPP1,Minpp1
MEP1B,Mep1b
DOP1B,Dop1b
KLHL4,Klhl4
PAX5,Pax5
AHNAK2,Ahnak2
ROMO1,Romo1
TFAM,Tfam
LOXHD1,Loxhd1
ICA1,Ica1
CPZ,Cpz
TTC7B,Ttc7b
RBM39,Rbm39
DLEU7,Dleu7
GRID1,Grid1
MAGEE1,Magee1
EDNRB,Ednrb
RTL3,Rtl3
STK32B,Stk32b
MYOF,Myof
TBX22,Tbx22
LIPI,Lipi
KRTAP10-9,Krtap5-24
KRTAP10-9,Krtap5-2
KRTAP10-9,Krtap5-20
KRTAP10-9,Krtap5-26
KRTAP10-9,Krtap12-21
KRTAP10-9,Krtap12-23
KRTAP10-9,Krtap12-22
KRTAP10-9,Krtap12-20
KRTAP10-9,Krtap12-1
KRTAP10-9,Krtap10-21
KRTAP10-9,Krtap10-4
KRTAP10-9,Krtap10-25
KRTAP10-9,Krtap10-34
KRTAP10-9,Krtap10-31
KRTAP10-9,Krtap10-23
KRTAP10-9,Krtap10-10
KRTAP10-9,Krtap10-29
KRTAP10-9,Krtap10-22
KRTAP10-9,Krtap10-27
KRTAP10-9,Krtap10-26
KRTAP10-9,Krtap10-28
KRTAP10-9,Krtap10-35
KRTAP10-9,Krtap10-24
KRTAP10-9,Krtap10-33
KRTAP10-9,Krtap10-32
KRTAP10-9,Krtap10-30
KRTAP10-9,Gm49918
ERG,Erg
TGIF2LX,Tgif2lx2
TGIF2LX,Tgif2lx1
GPR68,Gpr68
NBDY,Nbdy
SMIM22,Smim22
SLAIN1,Slain1
KCNK13,Kcnk13
SH3BGRL,Sh3bgrl
IGHV2-26,Ighv8-5
IGHV2-26,Ighv8-9
IGHV2-26,Ighv8-13
IGHV2-26,Ighv8-11
IGHV2-26,Ighv8-2
IGHV2-26,Ighv8-6
IGHV2-26,Ighv8-8
IGHV2-26,Ighv8-12
IGHV2-26,Ighv8-4
MSX1,Msx1
TDP1,Tdp1
CYTL1,Cytl1
RPA3,Rpa3
RTTN,Rttn
TRMT2B,Trmt2b
TRMT44,Trmt44
TMEM204,Tmem204
KRTAP10-4,Krtap5-24
KRTAP10-4,Krtap5-2
KRTAP10-4,Krtap5-20
KRTAP10-4,Krtap5-26
KRTAP10-4,Krtap2-4
KRTAP10-4,Krtap2-22
KRTAP10-4,Krtap2-20
KRTAP10-4,Krtap2-21
KRTAP10-4,Krtap12-21
KRTAP10-4,Krtap12-23
KRTAP10-4,Krtap12-22
KRTAP10-4,Krtap12-20
KRTAP10-4,Krtap12-1
KRTAP10-4,Krtap10-21
KRTAP10-4,Krtap10-4
KRTAP10-4,Krtap10-25
KRTAP10-4,Krtap10-34
KRTAP10-4,Krtap10-31
KRTAP10-4,Krtap10-23
KRTAP10-4,Krtap10-10
KRTAP10-4,Krtap10-29
KRTAP10-4,Krtap10-22
KRTAP10-4,Krtap10-27
KRTAP10-4,Krtap10-26
KRTAP10-4,Krtap10-28
KRTAP10-4,Krtap10-35
KRTAP10-4,Krtap10-24
KRTAP10-4,Krtap10-33
KRTAP10-4,Krtap10-32
KRTAP10-4,Krtap10-30
KRTAP10-4,Gm49918
KRTAP10-4,Krtap9-5
KRTAP10-4,Krtap9-3
KRTAP10-4,Krtap1-3
KRTAP10-4,Krtap1-4
NXPH1,Nxph1
TRPM2,Trpm2
PAPOLB,Papolb
C1GALT1,C1galt1
ANKS3,Anks3
KL,Kl
CCSER2,Ccser2
DRD5,Drd5
STARD13,Stard13
AP5Z1,Ap5z1
TEX13B,Tex13b
TEX13B,Tex13a
LDB2,Ldb2
MAGEE2,Magee2
ACR,Acr
XK,Xk
REEP3,Reep3
SNORA50B,Gm22516
,Gm55812
ARHGAP6,Arhgap6
TLL2,Tll2
TRMU,Trmu
NDUFA4,Ndufa4
RPL10L,Rpl10l
ACTR10,Actr10
NRBF2,Nrbf2
SCIN,Scin
EBPL,Ebpl
HMX1,Hmx1
CNMD,Cnmd
SLC28A3,Slc28a3
CYP26C1,Cyp26c1
ADGRA3,Adgra3
PIK3AP1,Pik3ap1
PCDH8,Pcdh8
RNU6-76P,Gm25609
MICALL2,Micall2
FOXB2,Foxb2
DACH1,Dach1
PGM5,Pgm5
SERPINB13,Serpinb13
UNKL,Unkl
ATG4A,Atg4a-ps
ATG4A,Atg4a
GSKIP,Gskip
B3GALT5,B3galt5
PSAT1,Psat1
SERPINB4,Serpinb3b
SERPINB4,Serpinb3a
SERPINB4,Serpinb3c
SERPINB4,Serpinb3d
MCM3AP,Mcm3ap
ARL11,Arl11
FGF14,Fgf14
KAT6B,Kat6b
ARL4A,Arl4a
RASEF,Rasef
RNU1-24P,Gm23458
RNU1-24P,Gm23230
RNU1-24P,Gm24526
PRPS1L1,Prps1l1
KTN1,Ktn1
POGLUT2,Poglut2
GRAMD4,Gramd4
CPVL,Cpvl
C4orf19,0610040J01Rik
SERPINB11,Serpinb11
NMRK1,Nmrk1
ARHGDIG,Arhgdig
TBC1D19,Tbc1d19
CELSR1,Celsr1
PAN3,Pan3
SERPINB3,Serpinb3b
SERPINB3,Serpinb3a
SERPINB3,Serpinb3c
SERPINB3,Serpinb3d
IFT140,Ift140
POLR1E,Polr1e
AWAT2,Awat2
YBEY,Ybey
PSMD10,Psmd10
RNU6-82P,Gm23312
FLT1,Flt1
GOLM1,Golm1
C21orf58,2610028H24Rik
NOL4,Nol4
U6,Gm23423
LRCH2,Lrch2
GSDME,Gsdme
BID,Bid
FUNDC1,Fundc1
CCNB3,Ccnb3
GLYR1,Glyr1
TUT7,Tut7
POU3F4,Pou3f4
RNU6-396P,Gm22645
RNU6-396P,Gm22308
FAM236C,Fam236f
FAM236C,Fam236e
GART,Gart
NUFIP1,Nufip1
P2RY10,P2ry10
PPARGC1A,Ppargc1a
EPB41L3,Epb41l3
PARVB,Parvb
OSBPL3,Osbpl3
KRBOX4,Zfp78
GTF2F2,Gtf2f2
EFNB1,Efnb1
RN7SKP4,Gm55200
RN7SKP4,Gm55975
KCTD4,Kctd4
CYLC1,Cylc1
TYRP1,Tyrp1
RIPPLY1,Ripply1
CDIP1,Cdip1
CXorf38,1810030O07Rik
GNA14,Gna14
ZFAND5,Zfand5
SLC25A30,Slc25a30
ZC3H7B,Zc3h7b
DCAF8L1,Dcaf8l
SPIN4,Spin4
DCAF12L2,Dcaf12l2
DCAF12L2,Dcaf12l1
OTUD6A,Otud6a
THOC2,Thoc2l
THOC2,Thoc2
TEF,Tef
XYLT1,Xylt1
PHF5A,Phf5a
PABPC3,Pabpc6
PABPC3,Pabpc2
AMER2,Amer2
SLIT2,Slit2
ICE1,Ice1
MTMR6,Mtmr6
ZBTB5,Zbtb5
NAA35,Naa35
POLR3H,Polr3h
ADCY9,Adcy9
TM9SF2,Tm9sf2
ADAMTS16,Adamts16
FOXD4L3,Foxd4
DONSON,Donson
CARD19,Card19
SOHLH2,Sohlh2
OSTF1,Ostf1
PMM1,Pmm1
ITM2A,Itm2a
FRMD3,Frmd3
DIPK1C,Dipk1c
FASTKD3,Fastkd3
SLC24A3,Slc24a3
TIMM21,Timm21
HS3ST4,Hs3st4
CCDC169,Ccdc169
DESI1,Desi1
CREBBP,Crebbp
TMEM50B,Tmem50b
MAFB,Mafb
LPIN3,Lpin3
RN7SL551P,Gm22701
C18orf63,Gm17266
MAGEC2,Magea13
ADCY2,Adcy2
XRCC6,Xrcc6
CYB5A,Cyb5a
SLITRK4,Slitrk4
GADD45G,Gadd45g
NAP1L2,Nap1l2
HTATSF1,Htatsf1
IL10RB,Il10rb
TMOD1,Tmod1
CHD6,Chd6
DTNA,Dtna
ZNF25,Zfp9
SNX13,Snx13
MARCHF5,Marchf5
DCLK1,Dclk1
IGBP1,Igbp1
IFNGR2,Ifngr2
MARCHF11,Marchf11
CPEB3,Cpeb3
FERRY3,D6Wsu163e
TEX10,Tex10
SEMA5A,Sema5a
SLPI,Slpi
WDR44,Wdr44
EXOC6,Exoc6
WFDC2,Wfdc2
EFCAB11,Efcab11
VPS26C,Vps26c
MRPS31,Mrps31
SPINT3,Spint3
GRIN3A,Grin3a
SLC25A15,Slc25a15
EPPIN,Eppin
RGS11,Rgs11
KCNA5,Kcna5
WFDC3,Wfdc3
CYLC2,Cylc2
TTC3,Ttc3
MAB21L1,Mab21l1
KLHL7,Klhl7
SERP2,Serp2
MYO10,Myo10
TSC22D1,Tsc22d1
MFAP5,Mfap5
Y_RNA,Gm24629
TMEM38B,Tmem38b
RN7SKP99,Gm56312
RNU6-976P,Gm23044
PWWP3B,Pwwp3b
BARX1,Barx1
ACOD1,Acod1
BRS3,Brs3
DNTTIP1,Dnttip1
BICC1,Bicc1
GPC6,Gpc6
NINJ1,Ninj1
ASB12,Asb12
DCT,Dct
AMER1,Amer1
DAD1,Dad1
ZIC3,Zic3
SEL1L3,Sel1l3
,Gm25506
OXA1L,Oxa1l
AHR,Ahr
BTRC,Btrc
VPS13A,Vps13a
MAGEC3,Magea13
TGDS,Tgds
UBE2C,Ube2c
HSCB,Hscb
GPR180,Gpr180
CMC4,Cmc4
SOX21,Sox21
TWIST1,Twist1
MAGEA8,Magea13
RNU6-62P,Gm24848
ABCC4,Abcc4
MALSU1,Malsu1
IDS,Ids
LRP10,Lrp10
NOD1,Nod1
COMT,Comt
COMMD8,Commd8
ITGB2,Itgb2
ITGB2,Itgb2l
MGRN1,Mgrn1
REM2,Rem2
CLEC4E,Clec4e
DNTT,Dntt
TNNC2,Tnnc2
SP4,Sp4
SLAIN2,Slain2
ZSWIM1,Zswim1
CSE1L,Cse1l
RIMKLB,Rimklb
ITGB8,Itgb8
FAM171A1,Fam171a1
OCIAD2,Ociad2
ETV6,Etv6
LDOC1,Ldoc1
MTCP1,Mtcp1
CLEC1A,Clec1a
IGF2BP3,Igf2bp3
MTRR,Mtrr
STAU1,Stau1
MAGEA11,Magea13
CLEC9A,Clec9a
GPR50,Gpr50
PASD1,Pasd1
RELL1,Rell1
GSTO1,Gsto1
ARVCF,Arvcf
LRP6,Lrp6
IGSF1,Igsf1
WDR19,Wdr19
CSTF2T,Cstf2t
ARHGAP19,Arhgap19
RAMP3,Ramp3
CFAP90,Cfap90
CDCA7L,Cdca7l
FBXL7,Fbxl7
CLDN10,Cldn10
GDF3,Gdf3
SPEF2,Spef2
DZIP1,Dzip1
DPCD,Dpcd
OLR1,Olr1
SLCO4A1,Slco4a1
KRTAP26-1,Krtap26-1
KRTAP27-1,Krtap27-1
KRTAP13-2,Krtap13-1
KRTAP13-1,Krtap13-1
KRTAP15-1,Krtap15-1
TANGO2,Tango2
HS3ST1,Hs3st1
ABCA13,Abca13
NTSR1,Ntsr1
KRTAP13-3,Krtap14
SCNN1G,Scnn1g
MRGBP,Mrgbp
SNORD74B,Gm26224
POLL,Poll
MIR99A,Mir99a
MIRLET7C,Mirlet7c-1
RNU1-98P,Gm23509
TIAM1,Tiam1
CLEC4D,Clec4d
DNAJC3,Dnajc3
OGFR,Ogfr
PRMT5,Prmt5
GABRB1,Gabrb1
UGGT2,Uggt2
HS3ST2,Hs3st2
TMC7,Tmc7
RAD23B,Rad23b
CORIN,Corin
PTPRO,Ptpro
LMX1B,Lmx1b
PNMA6F,Gm45015
PNMA6F,Pnma6e
EOLA2,Eola1
SERPINB12,Serpinb12
ZFR,Zfr
DSEL,Dsel
TNRC6A,Tnrc6a
HS6ST3,Hs6st3
PRELID3A,Prelid3a
FUNDC2,Fundc2b
FUNDC2,Fundc2
RASA3,Rasa3
DAPK1,Dapk1
SH3BGR,Sh3bgr
FAM204A,Fam204a
TCFL5,Tcfl5
KLF12,Klf12
CCNA1,Ccna1
DIDO1,Dido1
SLC66A2,Slc66a2
EOLA1,Eola1
GATD3,Gatd3a
TUBA3C,Tuba3a
CREB5,Creb5
FBXW4,Fbxw4
SPRYD7,Spryd7
SLC38A9,Slc38a9
RAB12,Rab12
NEK3,Nek3
FECH,Fech
SNX29,Snx29
PDCD11,Pdcd11
HSPA12B,Hspa12b
CLOCK,Clock
KRTAP13-4,Krtap13-1
POLR3E,Polr3e
ADISSP,Adissp
RNF128,Rnf128
UCHL3,Uchl3
UCHL3,Uchl4
HECW1,Hecw1
VGLL1,Vgll1
CABLES1,Cables1
METTL21EP,Mettl21e
MIR185,Mir185
GPC5,Gpc5
MAGEC1,Magea13
MIR3618,Mir3618
MIR1306,Mir1306
SPEF1,Spef1
LHFPL1,Lhfpl1
ICOSLG,Icosl
SNORA77B,Gm25777
ZDHHC8,Zdhhc8
F8,F8
MAVS,Mavs
IFNAR2,Ifnar2
B4GALT6,B4galt6
THNSL1,Thnsl1
MIR103A2,Mir103-2
C14orf93,4931414P19Rik
CDX2,Cdx2
EPB41L1,Epb41l1
CDH10,Cdh10
RHOBTB1,Rhobtb1
C1QTNF9B,C1qtnf9
ZPBP,Zpbp
ATP7B,Atp7b
CCDC188,Ccdc188
SGSM2,Sgsm2
PRR32,Prr32
LYZL1,Lyzl1
HIRA,Hira
AFF2,Aff2
GPX8,Gpx8
ARMH3,Armh3
CENPC,Cenpc1
NPSR1,Npsr1
ISL1,Isl1
TSTD2,Tstd2
CYP26A1,Cyp26a1
ANKH,Ank
BRINP1,Brinp1
FAM13C,Fam13c
PSMB5,Psmb5
UBALD1,Ubald1
NPR3,Npr3
PLPPR1,Plppr1
PCNT,Pcnt
PSMB11,Psmb11
HMGN5,Hmgn5
C14orf119,1700123O20Rik
INMT,Inmt
CIROP,Cirop
PPP1R3E,Ppp1r3e
NCBP1,Ncbp1
APOBEC1,Apobec1
ADCY1,Adcy1
TECRL,Tecrl
ANKFY1,Ankfy1
EFS,Efs
NETO2,Neto2
CLEC7A,Clec7a
SMAD7,Smad7
IFNAR1,Ifnar1
MAP7D3,Map7d3
FST,Fst
CMTM5,Cmtm5
VWC2,Vwc2
AAR2,Aar2
GALNT1,Galnt1
SFRP4,Sfrp4
GHR,Ghr
UFD1,Ufd1
SPATA31A6,Spata31
METTL22,Mettl22
DEFB132,Defb22
DEFB132,Defb34
DEFB132,Defb15
GCNT1,Gcnt1
TBRG4,Tbrg4
SLC34A2,Slc34a2
C20orf96,6820408C15Rik
THTPA,Thtpa
ZNF407,Zfp407
ZCCHC3,Zcchc3
ITPRIP,Itprip
TLE1,Tle1
TBC1D20,Tbc1d20
CFAP58,Cfap58
MANSC1,Mansc1
GLUD2,Glud1
TBC1D8B,Tbc1d8b
AP1G2,Ap1g2
SON,Son
ZZEF1,Zzef1
HSBP1L1,Hsbp1l1
TMEM26,Tmem26
TXNL4A,Txnl4a
CACUL1,Cacul1
RBFA,Rbfa
RAB11FIP2,Rab11fip2
LONP2,Lonp2
GAS1,Gas1
MORC4,Morc4
HMX3,Hmx3
SULT1B1,Sult1b1
FGD3,Fgd3
FAM53B,Fam53b
ADNP2,Adnp2
CSNK2A1,Csnk2a1
PRLHR,Prlhr
BTBD16,Btbd16
CRK,Crk
PARD6G,Pard6g
CDH9,Cdh9
AMPH,Amph
KCNG2,Kcng2
ZNF287,Zfp287
KCTD8,Kctd8
OAT,Oat
VBP1,Vbp1
USP14,Usp14
SDAD1,Sdad1
BRCA2,Brca2
CDC45,Cdc45
ADAMTS12,Adamts12
LRRC75A,Lrrc75a
MGMT,Mgmt
IL13RA2,Il13ra2
RB1,Rb1
WSB1,Wsb1
MTG1,Mtg1
MPV17L,Mpv17l
ADARB1,Adarb1
MCIDAS,Mcidas
ITFG1,Itfg1
INVS,Invs
BCAT1,Bcat1
ADCYAP1,Adcyap1
POM121L12,Pom121l12
FRG2B,Frg2f1
ANKMY2,Ankmy2
COL4A2,Col4a2
PHKA1,Phka1
ELAC1,Elac1
WBP1L,Wbp1l
INPP5A,Inpp5a
METTL4,Mettl4
CCT6A,Cct6a
CDH18,Cdh18
NDC80,Ndc80
RNASEH2B,Rnaseh2b
SMC2,Smc2
PEMT,Pemt
DHRS4,Dhrs4
CABS1,Cabs1
NUP93,Nup93
CDH12,Cdh12
STK38L,Stk38l
RNU6-340P,Gm56206
SMCHD1,Smchd1
TRIL,Tril
NACAD,Nacad
COX7B2,Cox7b2
CHST15,Chst15
NIPSNAP2,Nipsnap2
RAB3C,Rab3c
SHROOM3,Shroom3
SLC15A5,Slc15a5
GYS2,Gys2
EMB,Emb
BORCS5,Borcs5
ZDHHC15,Zdhhc15
ATP9B,Atp9b
TACC2,Tacc2
MGST1,Mgst1
ELOVL7,Elovl7
TCL1A,Tcl1
PSPH,Psph
CPD,Cpd
KLF3,Klf3
SEPTIN5,Septin5
ADGRG4,Adgrg4
SUSD3,Susd3
EVC2,Evc2
CHGA,Chga
CLEC6A,Clec4n
ITGA1,Itga1
RAB39B,Rab39b
DPPA3,Dppa3
NAP1L3,Nap1l3
CDH8,Cdh8
NR6A1,Nr6a1
GRB10,Grb10
RADX,Radx
ITPK1,Itpk1
SYT10,Syt10
BLMH,Blmh
NRIP1,Nrip1
EPS8,Eps8
RCAN1,Rcan1
GP1BB,Gp1bb
GNB1L,Gnb1l
RNU6-146P,Gm23725
RN7SKP183,Gm56229
RNU6-641P,Gm24499
PIK3C3,Pik3c3
STOM,Stom
RNU6-50P,Gm23428
FAM151B,Fam151b
MIR532,Mir532
MIR188,Mir188
MIR501,Mir501
MIR502,Mir500
MIR223,Mir223
,Gm54692
,Gm26495
,Gm25582
,Gm24460
,Gm24728
,Gm25588
COQ7,Coq7
,Gm24494
U6,Gm25006
,Gm22156
RNU1-112P,Gm24621
MTREX,Mtrex
ZNF830,Zfp830
MIR361,Mir361
LIN54,Lin54
RNU6-493P,Gm55139
RNU6-394P,Gm23676
RNU6-648P,Gm22960
SNORA35B,Gm25107
SPIN1,Spin1
NSRP1,Nsrp1
RNU6-555P,Gm23258
RNU6-1323P,Gm22747
RTN4R,Rtn4r
MOAP1,Moap1
RNU6-1015P,Gm22829
RN7SKP31,Gm54669
RNU6-3P,Rnu6
RNU6-3P,Gm25829
MIR514A2,Mir509
MIR514A1,Mir509
LYSET,Lyset
MIR514A3,Mir509
RNU6-985P,Gm54442
GRIK1,Grik1
RNU1-115P,Gm23322
DGCR6L,Dgcr6
RN7SKP267,Gm56340
GON7,Gon7
MIR514B,Mir509
MIR509-3,Mir509
MIR509-1,Mir509
SECISBP2,Secisbp2
SNORA11C,Gm22676
UBR7,Ubr7
SYN1,Syn1
TXNRD2,Txnrd2
GSG1L,Gsg1l
THOC1,Thoc1
HAPLN1,Hapln1
ALKBH1,Alkbh1
NXN,Nxn
ZC3H7A,Zc3h7a
TIMP1,Timp1
SLIRP,Slirp
VCAN,Vcan
APP,App
COL27A1,Col27a1
ADCK1,Adck1
ZMYM3,Zmym3
hsa-mir-423,Mir423
GK2,Gk2
RNU6-926P,Gm22107
RNU6-926P,Gm54986
LTN1,Ltn1
PARP11,Parp11
MYOM1,Myom1
STAP1,Stap1
AP2B1,Ap2b1
SAV1,Sav1
SLC52A3,Slc52a3
SKAP2,Skap2
MMP2,Mmp2
ATP10D,Atp10d
PYGL,Pygl
ARFGEF2,Arfgef2
CRACR2A,Cracr2a
RPL35,Rpl35
RPL35,Rpl35rt
TMEFF1,Tmeff1
RWDD2B,Rwdd2b
CAPSL,Capsl
DERA,Dera
KLF4,Klf4
USP16,Usp16
ING1,Ing1
GZMK,Gzmk
ISCA1,Isca1
ISCA1,AK157302
LMO7,Lmo7
ARSB,Arsb
SALL3,Sall3
PPP2R2C,Ppp2r2c
WDR7,Wdr7
AGMO,Agmo
MED27,Med27
ABHD12B,Abhd12b
BCL2L14,Bcl2l14
PDZD2,Pdzd2
ZNF804B,Zfp804b
CCL17,Ccl17
SEMA3A,Sema3a
FAM210B,Fam210b
ITGB1BP2,Itgb1bp2
ARPC5L,Arpc5l
AURKA,Aurka
DLST,Dlst
PLIN2,Plin2
PCED1B,Pced1b
CCT8,Cct8
ZSWIM6,Zswim6
B4GALNT3,B4galnt3
CRAMP1,Cramp1
CXCR3,Cxcr3
VKORC1L1,Vkorc1l1
RXRA,Rxra
LAMA1,Lama1
H2AB3,H2ab3
H2AB3,H2ab1
H2AB3,H2ab2
BLVRA,Blvra
SLC9B2,Slc9b2
ITGA2,Itga2
STRAP,Strap
CCL22,Ccl22
CAPNS2,Capns2
PANX2,Panx2
GATAD1,Gatad1
PBX3,Pbx3
DYNC1LI2,Dync1li2
RPS6KL1,Rps6kl1
TRABD,Trabd
VOPP1,Vopp1
SPRYD3,Spryd3
OPN1LW,Opn1mw
PARM1,Parm1
TACR3,Tacr3
OPN1MW,Opn1mw
PGF,Pgf
TMEM117,Tmem117
CETN1,Cetn1
BANK1,Bank1
TYMS,Tyms
SDHAF3,Sdhaf3
FAM50A,Fam50a
MAPK12,Mapk12
LMTK2,Lmtk2
COL6A2,Col6a2
MAPKAP1,Mapkap1
SPMIP11,Spmip11
EIF2B2,Eif2b2
UTP4,Utp4
SLC2A13,Slc2a13
CCT6B,Cct6b
HABP2,Habp2
PCLO,Pclo
REDIC1,Redic1
MLH3,Mlh3
KCNK18,Kcnk18
NKX1-2,Nkx1-2
PLXNA3,Plxna3
LHPP,Lhpp
NANOG,Nanog
HTRA1,Htra1
ALG10B,Alg10b
DNAJC28,Dnajc28
SLX9,Slx9
CSTF1,Cstf1
UBL4A,Ubl4a
NTF3,Ntf3
LIG3,Lig3
JMY,Jmy
KCNJ6,Kcnj6
BBS9,Bbs9
SLC10A3,Slc10a3
MAPK11,Mapk11
TOLLIP,Tollip
NIPBL,Nipbl
CSTB,Cstb
PDZD8,Pdzd8
RNU1-142P,Gm24725
RNU1-142P,Gm23054
ZC2HC1C,Zc2hc1c
SHMT2,Shmt2
RTF2,Rtf2
ZNF711,Zfp711
LPCAT2,Lpcat2
,Gm56118
RNU6-1326P,Gm56092
PDCL,Pdcl
RUNX1,Runx1
TM9SF3,Tm9sf3
TMED10,Tmed10
GPAT3,Gpat3
HSDL2,Hsdl2
RAB9B,Rab9b
CTRB2,Ctrb1
MUC5B,Muc5b
ROR2,Ror2
PIGP,Pigp
FA2H,Fa2h
LRRC30,Lrrc30
FHOD3,Fhod3
SERPINA5,Serpina5
C22orf39,2510002D24Rik
PARP4,Parp4
VAT1L,Vat1l
GMDS,Gmds
FAM209A,Fam209
GKAP1,Gkap1
MEI1,Mei1
FAM209B,Fam209
CHAF1B,Chaf1b
CISD2,Cisd2
CASS4,Cass4
MAF,Maf
PPP2R2D,Ppp2r2d
ACACA,Acaca
TANGO6,Tango6
H2AZ1,H2az1
NDUFAF5,Ndufaf5
BRSK2,Brsk2
GOLGA1,Golga1
SERPINA3,Serpina3i
SERPINA3,Serpina3f
SERPINA3,Serpina3j
SERPINA3,Serpina3c
SERPINA3,Serpina3a
SERPINA3,Serpina3g
SERPINA3,Serpina3b
SERPINA3,Serpina3n
SERPINA3,Serpina3k
SERPINA3,Serpina3m
MRPL1,Mrpl1
CLDN14,Cldn14
MIR33A,Mir33
TNFRSF13C,Tnfrsf13c
EXOC2,Exoc2
CNIH1,Cnih1
EFNB2,Efnb2
CNTNAP4,Cntnap4
MRPS6,Mrps6
NAGA,Naga
INSYN2A,Insyn2a
CKMT2,Ckmt2
ARGLU1,Arglu1
,Slc5a3
KCNE2,Kcne2
CAMSAP1,Camsap1
WDR11,Wdr11
ZNFX1,Znfx1
TBCK,Tbck
SAMD4A,Samd4
SNORD12C,Gm25878
SNORD12B,Gm23201
SNORD12,Gm24123
PARD6B,Pard6b
PHETA2,Pheta2
CYYR1,Cyyr1
MOCS3,Mocs3
EEF1E1,Eef1e1
USPL1,Uspl1
CCDC134,Ccdc134
NAA20,Naa20
AFG3L2,Afg3l2
ATG10,Atg10
CRYAA,Cryaa
HMGXB4,Hmgxb4
CRNKL1,Crnkl1
ALOX5AP,Alox5ap
PTPN3,Ptpn3
PRMT2,Prmt2
BLOC1S5,Bloc1s5
MEDAG,Medag
TEX26,Tex26
COQ9,Coq9
WDHD1,Wdhd1
KRT76,Krt76
USP12,Usp12
ACADSB,Acadsb
RASGRF2,Rasgrf2
KDM1B,Kdm1b
GTF3A,Gtf3a
CPNE8,Cpne8
MELK,Melk
MCM5,Mcm5
CTDP1,Ctdp1
XPNPEP1,Xpnpep1
MTIF3,Mtif3
RNU6-63P,Gm56024
CFAP20,Cfap20
FARP1,Farp1
BMP6,Bmp6
CTRB1,Ctrb1
CELA1,Cela1
TXNDC5,Txndc5
SMAGP,Smagp
RIN2,Rin2
CCDC102A,Ccdc102a
FRMD6,Frmd6
SETBP1,Setbp1
RNF24,Rnf24
GOLPH3,Golph3
PAPSS1,Papss1
FOXC2,Foxc2
RESF1,Resf1
HDGFL1,Hdgfl1
FOXQ1,Foxq1
